Tempo_ms,Angulo_Real_graus,Alvo_graus
27516,6.5,0.0
27528,6.5,0.0
27568,6.5,0.0
27580,6.5,0.0
27592,6.5,0.0
27604,6.5,0.0
27616,6.5,0.0
27628,6.5,0.0
27640,6.5,0.0
27652,6.5,0.0
27692,6.5,0.0
27704,6.5,0.0
27716,6.5,0.0
27728,6.5,0.0
27740,6.5,0.0
27752,6.5,0.0
27764,6.5,0.0
27776,6.5,0.0
27816,6.5,0.0
27828,6.5,0.0
27840,6.5,0.0
27852,6.5,0.0
27864,6.5,0.0
27876,6.5,0.0
27888,6.5,0.0
27900,6.5,0.0
27940,6.5,0.0
27952,6.5,0.0
27964,6.5,0.0
27976,6.5,0.0
27988,6.5,0.0
28000,6.5,0.0
28012,6.5,0.0
28024,6.5,0.0
28064,6.5,0.0
28076,6.5,0.0
28088,6.5,0.0
28100,6.5,0.0
28112,6.5,0.0
28124,6.5,0.0
28136,6.5,0.0
28148,6.5,0.0
28188,6.5,0.0
28200,6.5,0.0
28212,6.5,0.0
28224,6.5,0.0
28236,6.5,0.0
28248,6.5,0.0
28260,6.5,0.0
28272,6.5,0.0
28312,6.5,0.0
28324,6.5,0.0
28336,6.5,0.0
28348,6.5,0.0
28360,6.5,0.0
28372,6.5,0.0
28384,6.5,0.0
28396,6.5,0.0
28436,6.5,0.0
28448,6.5,0.0
28460,6.5,0.0
28472,6.5,0.0
28484,6.5,0.0
28496,6.5,0.0
28508,6.5,0.0
28520,6.5,0.0
28560,6.5,0.0
28572,6.5,0.0
28584,6.5,0.0
28596,6.5,0.0
28608,6.5,0.0
28620,6.5,0.0
28632,6.5,0.0
28644,6.5,0.0
28684,6.5,0.0
28696,6.5,0.0
28708,6.5,0.0
28720,6.5,0.0
28732,6.5,0.0
28744,6.5,0.0
28756,6.5,0.0
28768,6.5,0.0
28808,6.5,0.0
28820,6.5,0.0
28832,6.5,0.0
28844,6.5,0.0
28856,6.75,0.0
28868,6.75,0.0
28880,7.0,0.0
28892,7.0,0.0
28932,8.25,0.0
28944,8.75,0.0
28956,9.25,0.0
28968,10.0,0.0
28980,10.75,0.0
28992,11.5,0.0
29004,12.5,0.0
29016,13.5,0.0
29056,17.25,0.0
29068,18.5,0.0
29080,19.75,0.0
29092,21.0,0.0
29104,22.25,0.0
29116,23.5,0.0
29128,24.75,0.0
29140,26.25,0.0
29180,31.0,0.0
29192,32.5,0.0
29204,34.0,0.0
29216,35.5,0.0
29228,37.25,0.0
29240,39.0,0.0
29252,40.5,0.0
29264,42.25,0.0
29304,47.5,0.0
29316,49.0,0.0
29328,50.5,0.0
29340,51.75,0.0
29352,53.25,0.0
29364,54.5,0.0
29376,55.75,0.0
29388,56.75,0.0
29428,59.75,0.0
29440,60.25,0.0
29452,61.0,0.0
29464,61.5,0.0
29476,61.75,0.0
29488,61.75,0.0
29500,62.0,0.0
29512,62.0,0.0
29552,61.5,0.0
29564,61.0,0.0
29576,60.5,0.0
29588,60.0,0.0
29600,59.5,0.0
29612,58.75,0.0
29624,58.0,0.0
29636,57.25,0.0
29676,54.5,0.0
29688,53.5,0.0
29700,52.75,0.0
29712,51.75,0.0
29724,50.75,0.0
29736,50.0,0.0
29748,49.0,0.0
29760,48.25,0.0
29800,45.75,0.0
29812,45.0,0.0
29824,44.25,0.0
29836,44.0,0.0
29848,43.5,0.0
29860,43.0,0.0
29872,42.75,0.0
29884,42.5,0.0
29924,42.25,0.0
29936,42.5,0.0
29948,42.75,0.0
29960,42.75,0.0
29972,43.25,0.0
29984,43.75,0.0
29996,44.25,0.0
30008,44.75,0.0
30048,47.0,0.0
30060,47.5,0.0
30072,48.25,0.0
30084,49.25,0.0
30096,50.25,0.0
30108,50.75,0.0
30120,51.75,0.0
30132,52.75,0.0
30172,55.5,0.0
30184,56.5,0.0
30196,57.5,0.0
30208,58.25,0.0
30220,59.0,0.0
30232,59.75,0.0
30244,60.5,0.0
30256,61.25,0.0
30296,63.25,0.0
30308,63.75,0.0
30320,64.0,0.0
30332,64.5,0.0
30344,64.75,0.0
30356,65.0,0.0
30368,65.25,0.0
30380,65.25,0.0
30420,65.25,0.0
30432,65.25,0.0
30444,65.0,0.0
30456,64.75,0.0
30468,64.25,0.0
30480,64.25,0.0
30492,63.75,0.0
30504,63.25,0.0
30544,62.0,0.0
30556,61.5,0.0
30568,60.75,0.0
30580,60.25,0.0
30592,60.0,0.0
30604,59.5,0.0
30616,59.0,0.0
30628,58.25,0.0
30668,56.75,0.0
30680,56.5,0.0
30692,56.0,0.0
30704,55.5,0.0
30716,55.0,0.0
30728,54.75,0.0
30740,54.5,0.0
30752,54.0,0.0
30792,53.5,0.0
30804,53.25,0.0
30816,53.0,0.0
30828,53.0,0.0
30840,53.0,0.0
30852,52.75,0.0
30864,52.75,0.0
30876,52.75,0.0
30916,53.25,0.0
30928,53.25,0.0
30940,53.5,0.0
30952,53.75,0.0
30964,54.0,0.0
30976,54.25,0.0
30988,54.5,0.0
31000,54.75,0.0
31040,55.75,0.0
31052,56.0,0.0
31064,56.25,0.0
31076,56.5,0.0
31088,57.0,0.0
31100,57.25,0.0
31112,57.5,0.0
31124,57.5,0.0
31164,58.25,0.0
31176,58.5,0.0
31188,58.5,0.0
31200,58.75,0.0
31212,58.75,0.0
31224,58.75,0.0
31236,58.75,0.0
31248,58.75,0.0
31288,58.75,0.0
31300,58.75,0.0
31312,58.75,0.0
31324,58.5,0.0
31336,58.5,0.0
31348,58.5,0.0
31360,58.5,0.0
31372,58.25,0.0
31412,58.25,0.0
31424,58.25,0.0
31436,58.25,0.0
31448,58.25,0.0
31460,58.25,0.0
31472,58.25,0.0
31484,58.0,0.0
31496,58.0,0.0
31536,58.0,0.0
31548,58.0,0.0
31560,58.0,0.0
31572,58.0,0.0
31584,58.0,0.0
31596,58.25,0.0
31608,58.25,0.0
31620,58.25,0.0
31660,58.5,0.0
31672,58.5,0.0
31684,58.25,0.0
31696,58.5,0.0
31708,58.5,0.0
31720,58.5,0.0
