Tempo_ms,Angulo_Real_graus,Alvo_graus
26104,7.5,0.0
26116,7.5,0.0
26128,7.5,0.0
26140,7.5,0.0
26152,7.5,0.0
26164,7.5,0.0
26204,7.5,0.0
26216,7.5,0.0
26228,7.5,0.0
26240,7.5,0.0
26252,7.5,0.0
26264,7.5,0.0
26276,7.5,0.0
26288,7.5,0.0
26328,7.5,0.0
26340,7.5,0.0
26352,7.5,0.0
26364,7.5,0.0
26376,7.5,0.0
26388,7.5,0.0
26400,7.5,0.0
26412,7.5,0.0
26452,7.5,0.0
26464,7.5,0.0
26476,7.5,0.0
26488,7.5,0.0
26500,7.5,0.0
26512,7.5,0.0
26524,7.5,0.0
26536,7.5,0.0
26576,7.5,0.0
26588,7.5,0.0
26600,7.5,0.0
26612,7.5,0.0
26624,7.5,0.0
26636,7.5,0.0
26648,7.5,0.0
26660,7.5,0.0
26700,7.5,0.0
26712,7.5,0.0
26724,7.5,0.0
26736,7.5,0.0
26748,7.5,0.0
26760,7.5,0.0
26772,7.5,0.0
26784,7.5,0.0
26824,8.0,0.0
26836,8.25,0.0
26848,8.25,0.0
26860,8.5,0.0
26872,8.75,0.0
26884,9.0,0.0
26896,9.25,0.0
26908,9.75,0.0
26948,11.0,0.0
26960,11.5,0.0
26972,12.25,0.0
26984,12.75,0.0
26996,13.5,0.0
27008,14.0,0.0
27020,14.75,0.0
27032,15.75,0.0
27072,18.5,0.0
27084,19.5,0.0
27096,20.25,0.0
27108,21.25,0.0
27120,22.25,0.0
27132,23.0,0.0
27144,24.0,0.0
27156,24.75,0.0
27196,27.75,0.0
27208,28.25,0.0
27220,29.0,0.0
27232,29.75,0.0
27244,30.25,0.0
27256,30.75,0.0
27268,31.25,0.0
27280,31.5,0.0
27320,32.0,0.0
27332,32.25,0.0
27344,32.0,0.0
27356,32.0,0.0
27368,31.75,0.0
27380,31.75,0.0
27392,31.25,0.0
27404,31.0,0.0
27444,29.5,0.0
27456,29.25,0.0
27468,28.5,0.0
27480,28.0,0.0
27492,27.25,0.0
27504,27.0,0.0
27516,26.25,0.0
27528,25.75,0.0
27568,23.75,0.0
27580,23.25,0.0
27592,22.75,0.0
27604,22.25,0.0
27616,22.0,0.0
27628,21.5,0.0
27640,21.25,0.0
27652,20.75,0.0
27692,20.25,0.0
27704,20.25,0.0
27716,20.25,0.0
27728,20.25,0.0
27740,20.25,0.0
27752,20.25,0.0
27764,20.5,0.0
27776,20.75,0.0
27816,21.5,0.0
27828,22.0,0.0
27840,22.0,0.0
27852,22.5,0.0
27864,22.75,0.0
27876,23.25,0.0
27888,23.5,0.0
27900,23.75,0.0
27940,25.0,0.0
27952,25.5,0.0
27964,25.5,0.0
27976,25.75,0.0
27988,26.0,0.0
28000,26.5,0.0
28012,26.5,0.0
28024,26.5,0.0
28064,26.75,0.0
28076,26.75,0.0
28088,26.75,0.0
28100,26.75,0.0
28112,26.75,0.0
28124,26.5,0.0
28136,26.25,0.0
28148,26.25,0.0
28188,25.5,0.0
28200,25.25,0.0
28212,25.0,0.0
28224,24.75,0.0
28236,24.5,0.0
28248,24.25,0.0
28260,23.75,0.0
28272,23.75,0.0
28312,22.75,0.0
28324,22.75,0.0
28336,22.5,0.0
28348,22.25,0.0
28360,22.0,0.0
28372,22.0,0.0
28384,22.0,0.0
28396,22.0,0.0
28436,21.5,0.0
28448,21.75,0.0
28460,21.75,0.0
28472,21.75,0.0
28484,21.75,0.0
28496,22.0,0.0
28508,22.0,0.0
28520,22.0,0.0
28560,22.5,0.0
28572,22.75,0.0
28584,22.75,0.0
28596,22.75,0.0
28608,23.0,0.0
28620,23.25,0.0
28632,23.25,0.0
28644,23.25,0.0
28684,23.5,0.0
28696,23.75,0.0
28708,23.5,0.0
28720,23.75,0.0
28732,23.75,0.0
28744,23.75,0.0
28756,23.75,0.0
28768,23.75,0.0
28808,23.75,0.0
28820,23.5,0.0
28832,23.5,0.0
28844,23.5,0.0
28856,23.5,0.0
28868,23.5,0.0
28880,23.25,0.0
28892,23.25,0.0
28932,23.0,0.0
28944,23.0,0.0
28956,22.75,0.0
28968,22.75,0.0
28980,22.75,0.0
28992,22.75,0.0
29004,22.75,0.0
29016,22.75,0.0
29056,22.5,0.0
29068,22.75,0.0
29080,22.75,0.0
29092,22.75,0.0
29104,22.5,0.0
29116,22.75,0.0
29128,22.75,0.0
29140,22.75,0.0
29180,22.75,0.0
29192,22.75,0.0
29204,22.75,0.0
29216,22.75,0.0
29228,22.75,0.0
29240,22.75,0.0
29252,22.75,0.0
29264,22.75,0.0
29304,23.0,0.0
29316,23.0,0.0
29328,22.75,0.0
29340,23.0,0.0
29352,23.0,0.0
29364,23.0,0.0
29376,23.0,0.0
29388,23.0,0.0
29428,23.0,0.0
29440,23.0,0.0
29452,23.0,0.0
29464,23.0,0.0
29476,23.0,0.0
29488,23.0,0.0
29500,23.0,0.0
29512,23.0,0.0
29552,23.0,0.0
29564,23.0,0.0
29576,23.0,0.0
29588,23.0,0.0
29600,23.0,0.0
29612,23.0,0.0
29624,23.0,0.0
29636,23.0,0.0
29676,23.0,0.0
29688,23.0,0.0
29700,23.0,0.0
29712,23.0,0.0
29724,23.0,0.0
29736,23.0,0.0
29748,23.0,0.0
29760,23.0,0.0
29800,23.0,0.0
29812,23.0,0.0
29824,23.0,0.0
29836,23.0,0.0
29848,23.0,0.0
29860,23.0,0.0
29872,23.0,0.0
29884,23.25,0.0
29924,23.25,0.0
29936,23.25,0.0
29948,23.25,0.0
29960,23.25,0.0
29972,23.5,0.0
29984,23.25,0.0
29996,23.5,0.0
30008,23.5,0.0
30048,23.5,0.0
30060,23.5,0.0
30072,23.5,0.0
30084,23.5,0.0
30096,23.5,0.0
30108,23.5,0.0
30120,23.5,0.0
30132,23.5,0.0
30172,23.5,0.0
30184,23.5,0.0
30196,23.5,0.0
30208,23.5,0.0
30220,23.5,0.0
30232,23.5,0.0
30244,23.5,0.0
30256,23.5,0.0
30296,23.5,0.0
30308,23.5,0.0
30320,23.5,0.0
30332,23.5,0.0
30344,23.5,0.0
30356,23.5,0.0
30368,23.5,0.0
30380,23.5,0.0
30420,23.5,0.0
30432,23.5,0.0
30444,23.5,0.0
30456,23.5,0.0
30468,23.5,0.0
30480,23.5,0.0
30492,23.5,0.0
30504,23.5,0.0
30544,23.5,0.0
30556,23.5,0.0
30568,23.5,0.0
30580,23.5,0.0
30592,23.5,0.0
30604,23.5,0.0
30616,23.5,0.0
30628,23.5,0.0
30668,23.5,0.0
30680,23.5,0.0
30692,23.5,0.0
30704,23.5,0.0
30716,23.5,0.0
30728,23.5,0.0
30740,23.5,0.0
30752,23.5,0.0
30792,23.5,0.0
30804,23.25,0.0
30816,23.5,0.0
30828,23.25,0.0
30840,23.5,0.0
30852,23.25,0.0
30864,23.5,0.0
30876,23.25,0.0
30916,23.25,0.0
30928,23.0,0.0
30940,23.25,0.0
30952,23.0,0.0
30964,23.25,0.0
30976,23.0,0.0
30988,23.25,0.0
31000,23.25,0.0
31040,23.0,0.0
31052,23.25,0.0
31064,23.25,0.0
31076,23.25,0.0
31088,23.25,0.0
31100,23.25,0.0
31112,23.25,0.0
31124,23.25,0.0
31164,23.5,0.0
31176,23.5,0.0
31188,23.5,0.0
31200,23.5,0.0
31212,23.5,0.0
31224,23.5,0.0
31236,23.5,0.0
31248,23.5,0.0
31288,23.5,0.0
31300,23.5,0.0
31312,23.5,0.0
31324,23.5,0.0
31336,23.5,0.0
