Tempo_ms,Angulo_Real_graus,Alvo_graus
1040,10.5,90.0
1120,10.5,90.0
1200,10.5,90.0
1280,10.5,90.0
1360,10.5,90.0
1440,10.5,90.0
1520,10.5,90.0
1600,10.5,90.0
1680,10.5,90.0
1760,10.5,90.0
1840,10.5,90.0
1920,10.5,90.0
2000,10.5,90.0
2080,10.5,90.0
2160,10.5,90.0
2240,10.5,90.0
2320,10.75,90.0
2400,11.75,90.0
2480,15.75,90.0
2560,23.25,90.0
2640,34.0,90.0
2720,42.25,90.0
2800,44.5,90.0
2880,44.0,90.0
2960,45.0,90.0
3040,47.5,90.0
3120,48.0,90.0
3200,49.25,90.0
3280,52.25,90.0
3360,54.75,90.0
3440,51.75,90.0
3520,43.25,90.0
3600,33.0,90.0
3680,26.0,90.0
3760,25.5,90.0
3840,31.5,90.0
3920,41.25,90.0
4000,56.0,90.0
4080,70.25,90.0
4160,77.75,90.0
4240,80.0,90.0
4320,78.5,90.0
4400,74.5,90.0
4480,70.25,90.0
4560,67.75,90.0
4640,66.75,90.0
4720,65.5,90.0
4800,66.25,90.0
4880,69.0,90.0
4960,73.5,90.0
5040,78.75,90.0
5120,83.5,90.0
5200,87.25,90.0
5280,89.25,90.0
5360,89.5,90.0
5440,86.75,90.0
5520,81.25,90.0
5600,75.5,90.0
5680,71.25,90.0
5760,70.5,90.0
5840,73.0,90.0
5920,77.5,90.0
6000,82.5,90.0
6080,87.5,90.0
6160,91.25,90.0
6240,93.25,90.0
6320,94.0,90.0
6400,93.75,90.0
6480,93.25,90.0
6560,92.5,90.0
6640,86.25,90.0
6720,72.5,90.0
6800,58.5,90.0
6880,50.5,90.0
6960,52.25,90.0
7040,62.5,90.0
7120,75.75,90.0
7200,86.75,90.0
7280,95.0,90.0
7360,100.75,90.0
7440,103.5,90.0
7520,103.75,90.0
7600,102.5,90.0
7680,97.5,90.0
7760,87.75,90.0
7840,76.75,90.0
7920,68.25,90.0
8000,64.75,90.0
8080,66.25,90.0
8160,69.25,90.0
8240,74.0,90.0
8320,80.25,90.0
8400,87.25,90.0
8480,93.75,90.0
8560,98.75,90.0
8640,98.75,90.0
8720,96.25,90.0
8800,92.75,90.0
8880,89.0,90.0
8960,85.75,90.0
9040,83.5,90.0
9120,82.5,90.0
9200,83.0,90.0
9280,84.75,90.0
9360,87.25,90.0
9440,90.0,90.0
9520,92.25,90.0
9600,94.25,90.0
9680,95.5,90.0
9760,96.25,90.0
9840,96.25,90.0
9920,96.25,90.0
10000,96.0,90.0
10080,95.75,90.0
10160,96.0,90.0
10240,96.25,90.0
10320,96.5,90.0
10400,96.75,90.0
10480,97.0,90.0
10560,97.0,90.0
10640,97.0,90.0
10720,96.75,90.0
10800,96.75,90.0
10880,97.0,90.0
10960,97.25,90.0
11040,97.25,90.0
11120,97.0,90.0
11200,96.5,90.0
11280,95.75,90.0
11360,94.75,90.0
11440,93.5,90.0
11520,92.25,90.0
11600,91.25,90.0
11680,90.5,90.0
11760,89.75,90.0
11840,89.5,90.0
11920,89.75,90.0
12000,90.0,90.0
12080,90.5,90.0
12160,90.75,90.0
12240,91.25,90.0
12320,91.5,90.0
12400,91.5,90.0
12480,91.25,90.0
12560,91.0,90.0
12640,90.75,90.0
12720,91.0,90.0
12800,91.25,90.0
12880,91.5,90.0
12960,91.75,90.0
13040,92.0,90.0
13120,92.0,90.0
13200,91.75,90.0
13280,91.75,90.0
13360,91.5,90.0
13440,91.5,90.0
13520,91.5,90.0
13600,91.5,90.0
13680,91.25,90.0
13760,91.0,90.0
13840,91.0,90.0
13920,91.0,90.0
14000,90.75,90.0
14080,90.75,90.0
14160,90.5,90.0
14240,90.0,90.0
14320,89.75,90.0
14400,89.75,90.0
14480,89.75,90.0
14560,89.75,90.0
14640,89.75,90.0
14720,89.5,90.0
14800,89.5,90.0
14880,89.5,90.0
14960,89.25,90.0
15040,89.5,90.0
15120,89.5,90.0
15200,89.25,90.0
15280,89.0,90.0
15360,88.5,90.0
15440,87.75,90.0
15520,87.5,90.0
15600,87.25,90.0
15680,87.5,90.0
15760,87.75,90.0
15840,87.75,90.0
15920,88.0,90.0
16000,88.0,90.0
16080,88.25,90.0
16160,88.75,90.0
16240,89.5,90.0
16320,90.25,90.0
16400,91.0,90.0
16480,91.5,90.0
16560,91.75,90.0
16640,91.5,90.0
16720,91.5,90.0
16800,91.25,90.0
16880,91.5,90.0
16960,91.5,90.0
17040,91.75,90.0
17120,91.75,90.0
17200,91.75,90.0
17280,91.75,90.0
17360,91.5,90.0
17440,91.25,90.0
17520,91.25,90.0
17600,91.25,90.0
17680,91.25,90.0
17760,91.25,90.0
17840,91.25,90.0
