Tempo_ms,Angulo_Real_graus,Alvo_graus
799,9.0,30.0
879,9.0,30.0
959,9.0,30.0
1039,9.0,30.0
1119,9.0,30.0
1199,9.0,30.0
1279,9.0,30.0
1359,9.0,30.0
1439,9.0,30.0
1519,9.0,30.0
1599,9.0,30.0
1679,9.0,30.0
1759,9.25,30.0
1839,9.75,30.0
1919,10.25,30.0
1999,11.25,30.0
2079,12.5,30.0
2159,13.5,30.0
2239,14.25,30.0
2319,14.75,30.0
2399,14.75,30.0
2479,14.75,30.0
2559,14.75,30.0
2639,15.5,30.0
2719,16.0,30.0
2799,16.5,30.0
2879,17.0,30.0
2959,17.5,30.0
3039,17.75,30.0
3119,17.75,30.0
3199,18.0,30.0
3279,18.25,30.0
3359,18.5,30.0
3439,18.75,30.0
3519,19.25,30.0
3599,19.5,30.0
3679,19.5,30.0
3759,19.75,30.0
3839,20.25,30.0
3919,20.25,30.0
3999,20.5,30.0
4079,20.75,30.0
4159,21.0,30.0
4239,21.25,30.0
4319,21.5,30.0
4399,22.0,30.0
4479,22.25,30.0
4559,22.25,30.0
4639,22.25,30.0
4719,22.5,30.0
4799,22.5,30.0
4879,22.5,30.0
4959,22.75,30.0
5039,23.0,30.0
5119,23.25,30.0
5199,23.25,30.0
5279,23.5,30.0
5359,23.75,30.0
5439,23.75,30.0
5519,24.25,30.0
5599,24.25,30.0
5679,24.25,30.0
5759,24.5,30.0
5839,24.75,30.0
5919,25.0,30.0
5999,24.75,30.0
6079,25.0,30.0
6159,25.25,30.0
6239,25.5,30.0
6319,25.5,30.0
6399,25.5,30.0
6479,25.75,30.0
6559,25.75,30.0
6639,25.75,30.0
6719,25.75,30.0
6799,26.0,30.0
6879,26.0,30.0
6959,26.0,30.0
7039,26.25,30.0
7119,26.5,30.0
7199,26.5,30.0
7279,26.25,30.0
7359,26.25,30.0
7439,26.25,30.0
7519,26.5,30.0
7599,26.5,30.0
7679,26.5,30.0
7759,26.5,30.0
7839,26.5,30.0
7919,26.5,30.0
7999,27.0,30.0
8079,27.0,30.0
8159,27.0,30.0
8239,27.25,30.0
8319,27.25,30.0
8399,27.0,30.0
8479,27.25,30.0
8559,27.5,30.0
8639,27.5,30.0
8719,27.5,30.0
8799,27.75,30.0
8879,28.0,30.0
8959,28.0,30.0
9039,28.25,30.0
9119,28.5,30.0
9199,28.25,30.0
9279,27.75,30.0
9359,27.75,30.0
9439,28.25,30.0
9519,28.5,30.0
9599,28.5,30.0
9679,28.5,30.0
9759,28.5,30.0
9839,28.5,30.0
9919,28.5,30.0
9999,28.75,30.0
10079,28.75,30.0
10159,28.75,30.0
10239,28.75,30.0
10319,29.0,30.0
10399,29.0,30.0
10479,28.75,30.0
10559,28.5,30.0
10639,28.75,30.0
10719,28.75,30.0
10799,28.75,30.0
10879,29.0,30.0
10959,29.0,30.0
11039,28.75,30.0
11119,28.75,30.0
11199,29.0,30.0
11279,29.25,30.0
11359,29.5,30.0
