Tempo_ms,Angulo_Real_graus,Alvo_graus
799,8.0,45.0
879,8.0,45.0
959,8.0,45.0
1039,8.0,45.0
1119,8.0,45.0
1199,8.0,45.0
1279,8.0,45.0
1359,8.0,45.0
1439,8.0,45.0
1519,8.0,45.0
1599,8.0,45.0
1679,8.0,45.0
1759,8.0,45.0
1839,8.0,45.0
1919,8.0,45.0
1999,8.0,45.0
2079,8.75,45.0
2159,11.25,45.0
2239,15.25,45.0
2319,20.5,45.0
2399,25.5,45.0
2479,29.0,45.0
2559,29.75,45.0
2639,28.25,45.0
2719,26.5,45.0
2799,25.25,45.0
2879,25.5,45.0
2959,27.25,45.0
3039,29.0,45.0
3119,30.5,45.0
3199,31.25,45.0
3279,31.0,45.0
3359,30.5,45.0
3439,30.5,45.0
3519,31.0,45.0
3599,31.5,45.0
3679,32.25,45.0
3759,32.75,45.0
3839,33.0,45.0
3919,33.0,45.0
3999,33.0,45.0
4079,33.0,45.0
4159,33.25,45.0
4239,33.5,45.0
4319,34.0,45.0
4399,34.5,45.0
4479,35.0,45.0
4559,35.5,45.0
4639,35.75,45.0
4719,36.0,45.0
4799,36.25,45.0
4879,36.5,45.0
4959,36.75,45.0
5039,36.75,45.0
5119,37.0,45.0
5199,37.0,45.0
5279,37.5,45.0
5359,38.0,45.0
5439,38.25,45.0
5519,38.5,45.0
5599,38.75,45.0
5679,38.75,45.0
5759,38.5,45.0
5839,38.5,45.0
5919,38.5,45.0
5999,38.5,45.0
6079,38.75,45.0
6159,38.75,45.0
6239,39.0,45.0
6319,39.25,45.0
6399,39.5,45.0
6479,39.75,45.0
6559,40.0,45.0
6639,40.0,45.0
6719,40.0,45.0
6799,40.0,45.0
6879,39.75,45.0
6959,39.75,45.0
7039,40.0,45.0
7119,40.25,45.0
7199,40.75,45.0
7279,40.75,45.0
7359,40.5,45.0
7439,40.5,45.0
7519,40.5,45.0
7599,40.5,45.0
7679,40.5,45.0
7759,40.5,45.0
7839,40.5,45.0
7919,40.25,45.0
7999,40.0,45.0
8079,40.25,45.0
8159,40.75,45.0
8239,41.25,45.0
8319,41.5,45.0
8399,41.5,45.0
8479,41.25,45.0
8559,41.25,45.0
8639,41.25,45.0
8719,41.5,45.0
8799,41.75,45.0
8879,42.0,45.0
8959,41.75,45.0
9039,42.0,45.0
9119,42.25,45.0
9199,42.75,45.0
9279,43.0,45.0
9359,43.0,45.0
9439,42.5,45.0
9519,42.25,45.0
9599,42.5,45.0
9679,42.75,45.0
9759,42.75,45.0
9839,42.75,45.0
9919,42.75,45.0
9999,43.0,45.0
10079,43.25,45.0
10159,43.75,45.0
10239,43.5,45.0
10319,43.25,45.0
10399,43.5,45.0
10479,43.75,45.0
10559,43.75,45.0
10639,43.75,45.0
10719,43.25,45.0
10799,43.25,45.0
10879,43.25,45.0
10959,43.75,45.0
11039,44.0,45.0
11119,44.0,45.0
11199,44.0,45.0
11279,43.5,45.0
11359,43.75,45.0
11439,44.0,45.0
11519,44.25,45.0
11599,44.5,45.0
11679,44.5,45.0
11759,44.75,45.0
11839,44.5,45.0
11919,44.5,45.0
11999,44.25,45.0
12079,44.5,45.0
12159,44.5,45.0
12239,44.75,45.0
12319,44.75,45.0
12399,44.5,45.0
12479,44.25,45.0
12559,43.75,45.0
12639,43.75,45.0
12719,43.75,45.0
12799,44.25,45.0
12879,44.5,45.0
12959,44.5,45.0
13039,45.0,45.0
13119,45.0,45.0
13199,45.0,45.0
13279,44.75,45.0
13359,44.5,45.0
13439,44.25,45.0
13519,43.75,45.0
13599,43.0,45.0
13679,42.5,45.0
13759,42.25,45.0
13839,43.0,45.0
13919,44.0,45.0
13999,44.5,45.0
14079,45.25,45.0
14159,44.75,45.0
14239,44.0,45.0
14319,43.25,45.0
14399,42.5,45.0
14479,43.0,45.0
14559,43.75,45.0
14639,44.25,45.0
14719,44.75,45.0
14799,44.5,45.0
14879,44.0,45.0
14959,44.0,45.0
15039,44.75,45.0
15119,45.0,45.0
15199,45.25,45.0
15279,45.5,45.0
15359,45.75,45.0
