Tempo_ms,Angulo_Real_graus,Alvo_graus
640,5.75,100.0
720,5.75,100.0
800,5.75,100.0
880,5.75,100.0
960,5.75,100.0
1040,5.75,100.0
1120,5.75,100.0
1200,5.75,100.0
1280,5.75,100.0
1360,5.75,100.0
1440,5.75,100.0
1520,5.75,100.0
1600,5.75,100.0
1680,5.75,100.0
1760,5.75,100.0
1840,5.75,100.0
1920,5.75,100.0
2000,5.75,100.0
2080,5.75,100.0
2160,5.75,100.0
2240,5.75,100.0
2320,5.75,100.0
2400,5.75,100.0
2480,5.75,100.0
2560,5.75,100.0
2640,5.75,100.0
2720,5.75,100.0
2800,5.75,100.0
2880,5.75,100.0
2960,5.75,100.0
3040,5.75,100.0
3120,5.75,100.0
3200,5.75,100.0
3280,5.75,100.0
3360,5.75,100.0
3440,5.75,100.0
3520,5.75,100.0
3600,5.75,100.0
3680,5.75,100.0
3760,5.75,100.0
3840,5.75,100.0
3920,5.75,100.0
4000,5.75,100.0
4080,5.75,100.0
4160,5.75,100.0
4240,5.75,100.0
4320,5.75,100.0
4400,5.75,100.0
4480,5.75,100.0
4560,5.75,100.0
4640,5.75,100.0
4720,5.75,100.0
4800,5.75,100.0
4880,5.75,100.0
4960,5.75,100.0
5040,5.75,100.0
5120,5.75,100.0
5200,5.75,100.0
5280,5.75,100.0
5360,5.75,100.0
5440,5.75,100.0
5520,5.75,100.0
5600,5.75,100.0
5680,5.75,100.0
5760,5.75,100.0
5840,5.75,100.0
5920,5.75,100.0
0,7.75,100.0
80,7.75,100.0
160,7.75,100.0
240,7.75,100.0
320,7.75,100.0
400,7.75,100.0
480,7.75,100.0
560,7.75,100.0
640,7.75,100.0
720,7.75,100.0
800,7.75,100.0
880,7.75,100.0
960,7.75,100.0
1040,7.75,100.0
1120,7.75,100.0
1200,7.75,100.0
1280,7.75,100.0
1360,7.75,100.0
1440,7.75,100.0
1520,7.75,100.0
1600,7.75,100.0
1680,7.75,100.0
1760,7.75,100.0
1840,7.75,100.0
1920,7.75,100.0
2000,7.75,100.0
2080,8.0,100.0
2160,9.25,100.0
2240,12.75,100.0
2320,19.0,100.0
2400,27.5,100.0
2480,38.0,100.0
2560,45.75,100.0
2640,47.0,100.0
2720,46.0,100.0
2800,45.5,100.0
2880,47.75,100.0
2960,53.75,100.0
3040,57.5,100.0
3120,58.25,100.0
3200,59.25,100.0
3280,57.75,100.0
3360,51.0,100.0
3440,45.75,100.0
3520,46.5,100.0
3600,54.0,100.0
3680,66.25,100.0
3760,79.75,100.0
3840,88.25,100.0
3920,86.0,100.0
4000,77.0,100.0
4080,65.75,100.0
4160,57.5,100.0
4240,54.75,100.0
4320,54.75,100.0
4400,58.0,100.0
4480,64.25,100.0
4560,72.5,100.0
4640,80.75,100.0
4720,87.25,100.0
4800,91.25,100.0
4880,92.75,100.0
4960,89.25,100.0
5040,81.75,100.0
5120,73.5,100.0
5200,67.0,100.0
5280,64.5,100.0
5360,66.25,100.0
5440,71.5,100.0
5520,78.25,100.0
5600,85.0,100.0
5680,86.25,100.0
5760,83.25,100.0
5840,78.25,100.0
5920,73.0,100.0
6000,69.75,100.0
6080,69.0,100.0
6160,71.0,100.0
6240,74.25,100.0
6320,76.75,100.0
6400,77.25,100.0
6480,77.25,100.0
6560,77.0,100.0
6640,77.0,100.0
6720,77.25,100.0
6800,77.0,100.0
6880,76.75,100.0
6960,76.25,100.0
