Tempo_ms,Angulo_Real_graus,Alvo_graus
31000,6.25,0.0
31040,6.25,0.0
31052,6.25,0.0
31064,6.25,0.0
31076,6.25,0.0
31088,6.25,0.0
31100,6.25,0.0
31112,6.25,0.0
31124,6.25,0.0
31164,6.25,0.0
31176,6.25,0.0
31188,6.25,0.0
31200,6.25,0.0
31212,6.25,0.0
31224,6.25,0.0
31236,6.25,0.0
31248,6.25,0.0
31288,6.25,0.0
31300,6.25,0.0
31312,6.25,0.0
31324,6.25,0.0
31336,6.25,0.0
31348,6.25,0.0
31360,6.25,0.0
31372,6.25,0.0
31412,6.25,0.0
31424,6.25,0.0
31436,6.25,0.0
31448,6.25,0.0
31460,6.25,0.0
31472,6.25,0.0
31484,6.25,0.0
31496,6.25,0.0
31536,6.25,0.0
31548,6.25,0.0
31560,6.25,0.0
31572,6.25,0.0
31584,6.25,0.0
31596,6.25,0.0
31608,6.25,0.0
31620,6.25,0.0
31660,6.25,0.0
31672,6.25,0.0
31684,6.25,0.0
31696,6.25,0.0
31708,6.25,0.0
31720,6.25,0.0
31732,6.25,0.0
31744,6.25,0.0
31784,6.25,0.0
31796,6.25,0.0
31808,6.5,0.0
31820,6.5,0.0
31832,6.75,0.0
31844,7.0,0.0
31856,7.5,0.0
31868,8.0,0.0
31908,10.25,0.0
31920,11.0,0.0
31932,12.0,0.0
31944,13.0,0.0
31956,14.0,0.0
31968,15.0,0.0
31980,16.25,0.0
31992,17.25,0.0
32032,21.5,0.0
32044,23.0,0.0
32056,24.5,0.0
32068,26.0,0.0
32080,27.75,0.0
32092,29.5,0.0
32104,31.25,0.0
32116,32.75,0.0
32156,38.75,0.0
32168,40.75,0.0
32180,42.5,0.0
32192,44.25,0.0
32204,45.75,0.0
32216,47.5,0.0
32228,49.25,0.0
32240,50.75,0.0
32280,55.5,0.0
32292,56.5,0.0
32304,57.75,0.0
32316,58.75,0.0
32328,59.5,0.0
32340,60.25,0.0
32352,60.75,0.0
32364,61.25,0.0
32404,62.0,0.0
32416,62.0,0.0
32428,61.75,0.0
32440,61.5,0.0
32452,61.25,0.0
32464,60.75,0.0
32476,60.0,0.0
32488,59.5,0.0
32528,56.75,0.0
32540,55.75,0.0
32552,54.75,0.0
32564,53.75,0.0
32576,52.75,0.0
32588,51.5,0.0
32600,50.5,0.0
32612,49.25,0.0
32652,45.25,0.0
32664,44.25,0.0
32676,43.25,0.0
32688,42.25,0.0
32700,41.25,0.0
