Tempo_ms,Angulo_Real_graus,Alvo_graus
123201,4.25,45.0
123281,4.25,45.0
123361,4.25,45.0
123441,4.25,45.0
123521,4.25,45.0
123601,4.25,45.0
123681,4.25,45.0
123761,4.75,45.0
123841,7.25,45.0
123921,13.0,45.0
124001,20.5,45.0
124081,29.0,45.0
124161,36.75,45.0
124241,40.0,45.0
124321,36.5,45.0
124401,30.25,45.0
124481,26.0,45.0
124561,25.5,45.0
124641,29.25,45.0
124721,34.75,45.0
124801,40.0,45.0
124881,43.0,45.0
124961,42.5,45.0
125041,39.75,45.0
125121,35.75,45.0
125201,32.5,45.0
125281,30.75,45.0
125361,31.5,45.0
125441,33.5,45.0
125521,36.25,45.0
125601,38.0,45.0
125681,38.75,45.0
125761,38.0,45.0
125841,37.0,45.0
125921,35.75,45.0
126001,34.75,45.0
126081,34.75,45.0
126161,35.25,45.0
126241,36.0,45.0
126321,36.5,45.0
126401,36.75,45.0
126481,36.5,45.0
126561,36.5,45.0
126641,36.5,45.0
126721,36.5,45.0
126801,36.5,45.0
126881,36.5,45.0
126961,36.5,45.0
127041,36.5,45.0
127121,36.5,45.0
127201,36.75,45.0
127281,37.0,45.0
127361,37.0,45.0
127441,36.75,45.0
127521,36.75,45.0
127601,36.5,45.0
127681,36.75,45.0
127761,37.0,45.0
127841,37.25,45.0
127921,37.5,45.0
128001,37.5,45.0
128081,37.25,45.0
128161,37.25,45.0
128241,37.25,45.0
128321,37.5,45.0
128401,37.5,45.0
128481,37.5,45.0
128561,37.5,45.0
128641,37.25,45.0
128721,37.25,45.0
128801,37.25,45.0
128881,37.25,45.0
128961,37.25,45.0
129041,37.5,45.0
129121,37.5,45.0
129201,37.5,45.0
129281,37.5,45.0
129361,37.5,45.0
129441,37.5,45.0
129521,37.25,45.0
129601,37.25,45.0
129681,37.5,45.0
129761,37.5,45.0
129841,37.5,45.0
129921,37.5,45.0
130001,37.5,45.0
130081,37.75,45.0
130161,37.75,45.0
130241,37.75,45.0
130321,37.75,45.0
130401,37.75,45.0
130481,37.75,45.0
130561,37.75,45.0
130641,37.75,45.0
130721,37.75,45.0
130801,37.75,45.0
130881,37.75,45.0
130961,38.0,45.0
131041,38.0,45.0
131121,38.0,45.0
131201,38.0,45.0
131281,38.0,45.0
131361,38.0,45.0
131441,38.0,45.0
131521,38.0,45.0
131601,38.0,45.0
131681,38.0,45.0
131761,38.0,45.0
131841,38.0,45.0
131921,38.0,45.0
132001,38.0,45.0
132081,38.25,45.0
132161,38.25,45.0
132241,38.25,45.0
132321,38.0,45.0
132401,38.25,45.0
132481,38.25,45.0
132561,38.25,45.0
132641,38.0,45.0
132721,38.0,45.0
132801,38.25,45.0
132881,38.0,45.0
132961,38.0,45.0
133041,38.0,45.0
133121,38.0,45.0
133201,38.0,45.0
133281,38.0,45.0
133361,38.0,45.0
133441,38.0,45.0
133521,38.0,45.0
133601,38.0,45.0
133681,38.0,45.0
133761,38.25,45.0
133841,38.0,45.0
133921,38.0,45.0
134001,38.0,45.0
134081,38.25,45.0
134161,38.0,45.0
134241,38.0,45.0
134321,38.0,45.0
134401,38.0,45.0
134481,38.0,45.0
134561,38.0,45.0
134641,38.0,45.0
134721,38.0,45.0
134801,37.75,45.0
134881,37.75,45.0
134961,37.75,45.0
135041,37.75,45.0
135121,37.75,45.0
135201,38.0,45.0
135281,38.0,45.0
135361,38.25,45.0
135441,38.25,45.0
135521,38.0,45.0
135601,38.0,45.0
135681,38.0,45.0
135761,38.0,45.0
135841,38.0,45.0
135921,38.0,45.0
136001,37.75,45.0
136081,37.75,45.0
136161,37.5,45.0
136241,37.75,45.0
136321,37.75,45.0
136401,37.75,45.0
136481,37.75,45.0
136561,38.0,45.0
136641,38.0,45.0
136721,38.25,45.0
136801,38.25,45.0
136881,38.25,45.0
136961,38.25,45.0
137041,38.5,45.0
137121,38.5,45.0
137201,38.25,45.0
137281,38.25,45.0
137361,38.0,45.0
137441,38.5,45.0
137521,39.0,45.0
137601,39.25,45.0
137681,39.75,45.0
137761,39.5,45.0
137841,39.5,45.0
137921,39.25,45.0
138001,39.5,45.0
138081,39.75,45.0
138161,39.5,45.0
138241,39.5,45.0
138321,39.25,45.0
138401,39.5,45.0
138481,39.5,45.0
138561,39.5,45.0
138641,39.75,45.0
138721,39.75,45.0
138801,39.75,45.0
138881,40.0,45.0
138961,40.0,45.0
139041,40.25,45.0
139121,40.25,45.0
139201,40.0,45.0
139281,40.5,45.0
139361,40.5,45.0
139441,40.75,45.0
139521,41.0,45.0
139601,41.0,45.0
139681,41.0,45.0
139761,41.25,45.0
139841,41.25,45.0
139921,41.25,45.0
140001,41.25,45.0
140081,41.25,45.0
140161,41.25,45.0
140241,41.0,45.0
140321,41.0,45.0
140401,41.0,45.0
140481,41.0,45.0
140561,41.25,45.0
140641,41.0,45.0
140721,41.0,45.0
140801,41.0,45.0
140881,41.0,45.0
140961,40.75,45.0
141041,40.75,45.0
141121,40.75,45.0
141201,41.0,45.0
141281,41.0,45.0
141361,41.25,45.0
141441,41.25,45.0
141521,41.25,45.0
141601,41.25,45.0
141681,41.0,45.0
141761,41.0,45.0
141841,41.25,45.0
141921,41.25,45.0
142001,41.25,45.0
142081,41.25,45.0
142161,41.0,45.0
142241,41.0,45.0
142321,41.0,45.0
142401,41.0,45.0
142481,41.0,45.0
142561,41.0,45.0
142641,41.25,45.0
142721,41.0,45.0
142801,40.75,45.0
142881,40.75,45.0
142961,40.75,45.0
143041,40.5,45.0
143121,40.5,45.0
143201,40.5,45.0
143281,40.5,45.0
143361,40.5,45.0
143441,40.5,45.0
143521,40.75,45.0
143601,40.75,45.0
143681,41.0,45.0
143761,41.25,45.0
143841,41.0,45.0
143921,41.0,45.0
144001,41.0,45.0
144081,40.75,45.0
144161,40.5,45.0
144241,40.5,45.0
144321,40.5,45.0
144401,40.5,45.0
144481,40.5,45.0
144561,40.5,45.0
144641,40.0,45.0
144721,39.25,45.0
144801,39.0,45.0
144881,38.5,45.0
144961,38.25,45.0
145041,38.5,45.0
145121,38.75,45.0
145201,39.25,45.0
145281,39.25,45.0
145361,39.25,45.0
145441,39.0,45.0
145521,39.25,45.0
145601,39.75,45.0
145681,39.75,45.0
145761,40.0,45.0
145841,40.25,45.0
145921,40.25,45.0
146001,40.0,45.0
146081,40.25,45.0
146161,40.25,45.0
146241,40.0,45.0
146321,40.0,45.0
146401,39.5,45.0
146481,39.25,45.0
146561,39.5,45.0
146641,39.75,45.0
146721,40.0,45.0
146801,40.25,45.0
146881,40.0,45.0
146961,40.0,45.0
147041,40.25,45.0
147121,40.0,45.0
147201,39.75,45.0
147281,40.0,45.0
147361,40.0,45.0
147441,40.25,45.0
147521,40.25,45.0
147601,31.0,45.0
147681,19.25,45.0
147761,16.25,45.0
147841,22.75,45.0
147921,35.0,45.0
148001,48.5,45.0
148081,58.75,45.0
148161,62.75,45.0
148241,60.0,45.0
148321,51.25,45.0
148401,40.5,45.0
148481,29.75,45.0
148561,24.0,45.0
148641,25.0,45.0
148721,31.5,45.0
148801,40.5,45.0
148881,48.5,45.0
148961,52.75,45.0
149041,52.0,45.0
149121,47.75,45.0
149201,41.25,45.0
149281,35.5,45.0
149361,31.5,45.0
149441,31.75,45.0
149521,34.0,45.0
149601,38.25,45.0
149681,41.5,45.0
149761,43.75,45.0
149841,43.5,45.0
149921,42.0,45.0
150001,39.5,45.0
150081,37.5,45.0
150161,36.25,45.0
150241,37.0,45.0
